,movieId,director
2125,2827,John McTiernan
2126,2828,Rand Ravich
2127,2829,Hugh Wilson
2128,2835,Albert Brooks
2129,2836,Hugh Johnson
2130,2837,Michael Corrente
2131,2839,Rose Troche
2132,2840,Ziad Doueiri
2133,2841,Rupert Wainwright
2134,2843,David Koepp
2135,2844,Emir Kusturica
2136,2846,Hampton Fancher
2137,2847,Masanori Hata
2138,2848,Howard Hawks
2139,2851,Orson Welles
2140,2852,Stanley Donen
2141,2856,Norman Jewison
2142,2857,William Castle
2143,2858,George Dunning
2144,2859,Sam Mendes
2145,2860,Jonathan Demme
2146,2861,Les Mayfield
2147,2862,Sam Raimi
2148,2863,Tinto Brass
2149,2865,Richard Lester
2150,2866,Allison Anders
2151,2867,Steve Rash
2152,2868,Tom Holland
2153,2870,Tommy Lee Wallace
2154,2871,Gene Saks
2155,2872,John Boorman
2156,2874,John Boorman
2157,2875,George Abbott
2158,2876,Jon Amiel
2159,2877,Don Bluth
2160,2878,Ken Russell
2161,2879,Tom DeSimone
2162,2880,Jackie Chan
2163,2881,Jackie Chan
2164,2882,Bruce Beresford
2165,2883,Peter Kassovitz
2166,2884,Lawrence Kasdan
2167,2885,Bruce McCulloch
2168,2886,Audrey Wells
2169,2887,Gary Halvorson
2170,2888,Kevin Alyn Elders
2171,2889,John Schultz
2172,2890,Jay Roach
2173,2891,David O. Russell
2174,2892,Mark Illsley
2175,2893,Abel Ferrara
2176,2894,Jake Scott
2177,2896,Catherine Breillat
2178,2897,Edward Dmytryk
2179,2898,Federico Fellini
2180,2899,George A. Romero
2181,2900,Dave Fleischer
2182,2901,George A. Romero
2183,2902,Don Coscarelli
2184,2903,Richard Franklin
2185,2905,Anthony Perkins
2186,2906,Akira Kurosawa
2187,2907,Sydney Pollack
2188,2908,Bruce McCulloch
2189,2912,Kimberly Peirce
2190,2915,Steven Soderbergh
2191,2916,Paul Brickman
2192,2917,Paul Verhoeven
2193,2918,Lawrence Kasdan
2194,2919,John Hughes
2195,2921,Peter Weir
2196,2922,Clint Eastwood
2197,2924,Ted Post
2198,2925,Woo-Ping Yuen
2199,2926,Bernardo Bertolucci
2200,2927,John Waters
2201,2928,David Lean
2202,2929,John Byrum
2203,2930,Warren Beatty
2204,2931,Freida Lee Mock
2205,2932,Emir Kusturica
2206,2935,Terrence Malick
2207,2936,Preston Sturges
2208,2937,Preston Sturges
2209,2939,Preston Sturges
2210,2940,Henry Hathaway
2211,2941,Charles Vidor
2212,2942,Joshua Logan
2213,2943,Adrian Lyne
2214,2944,Régis Wargnier
2215,2946,Robert Aldrich
2216,2947,Richard Lester
2217,2948,Guy Hamilton
2218,2949,Terence Young
2219,2950,Terence Young
2220,2951,Randal Kleiser
2221,2952,Sergio Leone
2222,2953,Paul Thomas Anderson
2223,2956,Chris Columbus
2224,2959,Ridley Scott
2225,2961,David Fincher
2226,2962,Rob Reiner
2227,2964,David Evans
2228,2965,Harmony Korine
2229,2966,Robert Marcarelli
2230,2967,David Lynch
2231,2968,Mervyn LeRoy
2232,2969,Terry Gilliam
2233,2970,Claude Lelouch
2234,2971,Werner Herzog
2235,2972,Bob Fosse
2236,2973,Yimou Zhang
2237,2974,Woody Allen
2238,2975,Louis Morneau
2239,2976,Malcolm D. Lee
2240,2977,Martin Scorsese
2241,2978,Antonio Banderas
2242,2979,Damon Santostefano
2243,2982,Michael Cristofer
2244,2983,William Friedkin
2245,2984,Sidney J. Furie
2246,2985,Bruce Brown
2247,2986,Paul Verhoeven
2248,2987,Irvin Kershner
2249,2988,Robert Zemeckis
2250,2989,Jonathan Demme
2251,2990,John Glen
2252,2991,John Glen
2253,2992,Guy Hamilton
2254,2993,George Pavlou
2255,2995,Terence Young
2256,2996,William Malone
2257,2997,Wes Craven
2258,3000,Spike Jonze
2259,3002,Hayao Miyazaki
2260,3003,Werner Herzog
2261,3004,Radu Mihaileanu
2262,3005,Gary Sinyor
2263,3006,Phillip Noyce
2264,3007,Michael Mann
2265,3008,Chris Smith
2266,3010,Don McKellar
2267,3011,Jean-Pierre Dardenne
2268,3013,Sydney Pollack
2269,3014,Brian Yuzna
2270,3015,Oz Scott
2271,3016,Michael Crichton
2272,3017,George A. Romero
2273,3018,Michael Gornick
2274,3019,Stuart Gordon
2275,3020,Gus Van Sant
2276,3021,Joel Schumacher
2277,3022,Tobe Hooper
2278,3024,Clyde Bruckman
2279,3028,Joe Dante
2280,3029,Franco Zeffirelli
2281,3030,Bruce Malmuth
2282,3031,Akira Kurosawa
2283,3032,Bob Logan
2284,3033,Boris Sagal
2285,3034,Mel Brooks
2286,3035,Wolfgang Reitherman
2287,3036,John Ford
2288,3037,Jean-Jacques Annaud
2289,3038,Arthur Penn
2290,3039,Elia Kazan
2291,3040,John Landis
2292,3041,Ivan Reitman
2293,3042,Ken Wiederhorn
2294,3043,George Mendeluk
2295,3044,Bob Logan
2296,3045,Kenneth Branagh
2297,3046,Kenneth Branagh
2298,3048,Maria Maggenti
2299,3051,Steve Rash
2300,3052,Wayne Wang
2301,3053,Kevin Smith
2302,3054,Luc Besson
2303,3055,Kunihiko Yuyama
2304,3056,Atom Egoyan
2305,3057,Richard Shepard
2306,3060,Daniel Pyne
2307,3061,Alan Parker
2308,3062,Mark Sandrich
2309,3063,Ken Annakin
2310,3064,Katt Shea
2311,3066,Kurt Voss
2312,3067,Richard Fleischer
2313,3068,Pedro Almodóvar
2314,3070,Sidney Lumet
2315,3071,W.D. Richter
2316,3072,Ramón Menéndez
2317,3073,Norman Jewison
2318,3074,Vincente Minnelli
2319,3075,Sydney Pollack
2320,3076,Roman Polanski
2321,3077,Billy Wilder
2322,3078,Michael Apted
2323,3079,Barry Levinson
2324,3081,Patricia Rozema
2325,3082,Tim Burton
2326,3083,Michael Apted
2327,3086,Pedro Almodóvar
2328,3087,Gus Meins
2329,3088,Richard Donner
2330,3089,Henry Koster
2331,3090,Vittorio De Sica
2332,3091,John Sayles
2333,3093,Akira Kurosawa
2334,3094,Robert Altman
2335,3095,James Ivory
2336,3096,John Ford
2337,3097,Henry Koster
2338,3098,Ernst Lubitsch
2339,3099,Barry Levinson
2340,3100,Hal Ashby
2341,3101,Robert Redford
2342,3102,Adrian Lyne
2343,3103,Richard Marquand
2344,3104,Martin Ritt
2345,3105,Martin Brest
2346,3106,Penny Marshall
2347,3107,Alan Parker
2348,3108,Ron Howard
2349,3109,Terry Gilliam
2350,3111,Mark Rydell
2351,3112,Robert Benton
2352,3113,Tom Moore
2353,3114,Peter Hyams
2354,3115,John Lasseter
2355,3117,Joel Schumacher
2356,3120,Ang Lee
2357,3125,Jonathan Lynn
2358,3127,Neil Jordan
2359,3129,Jane Campion
2360,3130,Woody Allen
2361,3132,Brian De Palma
2362,3134,Marshall Neilan
2363,3135,Jean Renoir
2364,3138,Lewis John Carlino
2365,3141,Steven Kampmann
2366,3142,Jack Nicholson
2367,3143,Phil Joanou
2368,3145,John Boorman
2369,3146,Tim Robbins
2370,3147,Mike Mitchell
2371,3148,Frank Darabont
2372,3150,Lasse Hallström
2373,3152,Tim Roth
2374,3153,Peter Bogdanovich
2375,3155,Nathan Juran
2376,3156,Andy Tennant
2377,3157,Chris Columbus
2378,3158,Rob Minkoff
2379,3159,Kaige Chen
2380,3160,James Algar
2381,3161,Paul Thomas Anderson
2382,3162,Martha Fiennes
2383,3163,Matthew Warchus
2384,3165,Mike Leigh
2385,3167,James B. Harris
2386,3168,Mike Nichols
2387,3169,Dennis Hopper
2388,3171,John Schlesinger
2389,3173,Jack Clayton
2390,3174,Oliver Stone
2391,3175,Milos Forman
2392,3176,Dean Parisot
2393,3177,Anthony Minghella
2394,3178,Steve Carr
2395,3179,Norman Jewison
2396,3181,Alan Parker
2397,3182,Julie Taymor
2398,3183,Errol Morris
2399,3185,Agnieszka Holland
2400,3186,Scott Hicks
2401,3189,James Mangold
2402,3190,Jay Russell
2403,3192,Walter Hill
2404,3194,Santosh Sivan
2405,3196,Sydney Pollack
2406,3197,Billy Wilder
2407,3198,Peter Hyams
2408,3200,Franklin J. Schaffner
2409,3201,Hal Ashby
2410,3203,Bob Rafelson
2411,3204,Phillip Noyce
2412,3206,Franklin J. Schaffner
2413,3208,Taylor Hackford
2414,3210,Gene Quintano
2415,3211,Amy Heckerling
2416,3213,Fred Schepisi
2417,3214,Kevin Altieri
2418,3217,John Badham
2419,3219,William A. Wellman
2420,3221,John Schlesinger
2421,3223,Peter Greenaway
2422,3224,Peter Greenaway
2423,3225,Hiroshi Teshigahara
2424,3230,Kris Isacsson
2425,3235,Ronald Neame
2426,3238,Art Linson
2427,3240,Stephan Elliott
2428,3241,Kevin Allen
2429,3243,Khyentse Norbu
2430,3244,Les Mayfield
2431,3246,Herbert Ross
2432,3247,Spike Lee
2433,3248,Emile Ardolino
2434,3249,Bill Duke
2435,3250,Curtis Hanson
2436,3251,Frank Marshall
2437,3252,Norman Jewison
2438,3253,Martin Brest
2439,3254,Penelope Spheeris
2440,3255,Stephen Surjik
2441,3256,Penny Marshall
2442,3257,Phillip Noyce
2443,3258,Mick Jackson
2444,3259,Robert Zemeckis
2445,3260,Ron Howard
2446,3261,James Ivory
2447,3262,Cameron Crowe
2448,3263,David Lynch
2449,3264,Ron Shelton
2450,3265,Fran Rubel Kuzui
2451,3266,John Woo
2452,3267,Rémy Belvaux
2453,3268,Robert Rodriguez
2454,3269,Roger Spottiswoode
2455,3270,Steve Miner
2456,3271,Paul Michael Glaser
2457,3272,Gary Sinise
2458,3273,Abel Ferrara
2459,3274,Wes Craven
2460,3275,Barbet Schroeder
2461,3276,Troy Duffy
2462,3280,Eric Blakeney
2463,3281,Ted Post
2464,3283,Susan Muska
2465,3284,John Cassavetes
2466,3285,Anthony Harvey
2467,3286,Danny Boyle
2468,3287,Chris Koch
2469,3289,Jun Falkenstein
2470,3294,Yimou Zhang
2471,3295,Tobe Hooper
2472,3296,Ken Loach
2473,3298,James Clavell
2474,3299,Ben Younger
2475,3300,Diane Keaton
2476,3301,David Twohy
2477,3302,Jonathan Lynn
2478,3303,Jasmin Dizdar
2479,3306,Steven Okazaki
2480,3307,Charles Chaplin
2481,3308,Charles Chaplin
2482,3310,Garry Marshall
2483,3313,Charles Chaplin
2484,3315,Michael Miller
2485,3316,H. Bruce Humberstone
2486,3317,John Frankenheimer
2487,3323,Curtis Hanson
2488,3324,Pontus Löwenhielm
2489,3325,Nick Gomez
2490,3326,John Schlesinger
2491,3327,Mike Nichols
2492,3328,Barry W. Blaustein
2493,3329,Jim Jarmusch
2494,3330,John Duigan
2495,3331,Elia Kazan
2496,3334,George Bowers
2497,3338,John Huston
2498,3341,Al Reinert
2499,3342,George Cukor
2500,3344,Alan Parker
2501,3345,Herschell Gordon Lewis
2502,3347,Winston Hibler
2503,3350,Carroll Ballard
2504,3353,Daniel Petrie
2505,3354,Aileen Ritchie
2506,3355,Brian De Palma
2507,3357,Roman Polanski
2508,3358,Régis Wargnier
2509,3359,Albert Brooks
2510,3360,Peter Yates
2511,3361,David Anspaugh
2512,3362,Ron Shelton
2513,3363,Sidney Lumet
2514,3364,George Lucas
2515,3365,John Huston
2516,3368,John Ford
2517,3370,William Wyler
2518,3372,Costa-Gavras
2519,3374,John Guillermin
2520,3378,Julie Dash
2521,3379,Volker Schlöndorff
2522,3384,Stanley Kramer
2523,3385,Joseph Sargent
2524,3386,Nicholas Meyer
2525,3387,Oliver Stone
2526,3388,Paul Flaherty
2527,3389,William Dear
2528,3390,Stuart Rosenberg
2529,3391,Jim Goddard
2530,3392,James Foley
2531,3393,Susan Seidelman
2532,3394,Tom McLoughlin
2533,3395,Blake Edwards
2534,3396,Robert Benton
2535,3397,James Frawley
2536,3398,Jim Henson
2537,3400,Frank Oz
2538,3401,Phil Nibbelink
2539,3402,Bill Norton
2540,3403,John Irvin
2541,3404,Jerry Jameson
2542,3405,Jean Negulesco
2543,3406,Roy Ward Baker
2544,3408,Raoul Walsh
2545,3409,Steven Soderbergh
2546,3410,James Wong
2547,3412,Christina Andreef
2548,3414,Jean-Jacques Annaud
2549,3415,Henry King
2550,3417,Andrei Tarkovsky
2551,3418,Robert Siodmak
2552,3420,Ridley Scott
2553,3421,Norman Jewison
2554,3422,John Landis
2555,3423,Spike Lee
2556,3424,Spike Lee
2557,3425,Spike Lee
2558,3426,Spike Lee
2559,3428,Spike Lee
2560,3429,Franco Zeffirelli
2561,3430,Nick Park
2562,3431,Michael Winner
2563,3432,Michael Winner
2564,3433,Michael Winner
2565,3434,J. Lee Thompson
2566,3435,Allan A. Goldstein
2567,3436,Billy Wilder
2568,3438,Joel Schumacher
2569,3439,Steve Barron
2570,3440,Michael Pressman
2571,3441,Stuart Gillard
2572,3442,John Milius
2573,3444,Paul Michael Glaser
2574,3445,Newt Arnold
2575,3446,Irvin Kershner
2576,3447,Peter Chelsom
2577,3448,Sidney Franklin
2578,3449,Barry Levinson
2579,3450,Leonard Nimoy
2580,3451,Donald Petrie
2581,3452,Stanley Kramer
2582,3453,Andrzej Bartkowiak
2583,3454,Mark Piznarski
2584,3455,David Raynr
2585,3456,Mark Hanlon
2586,3459,Majid Majidi
2587,3461,Ken Russell
2588,3462,Peter Brook
2589,3466,Charles Chaplin
2590,3467,Ron Underwood
2591,3468,Martin Ritt
2592,3469,Robert Rossen
2593,3470,Stanley Kramer
2594,3471,Akira Kurosawa
2595,3473,Steven Spielberg
2596,3474,Alain Tanner
2597,3475,Louis Morneau
2598,3476,George Stevens
2599,3477,Adrian Lyne
2600,3478,Allan Moyle
2601,3479,Luis Valdez
2602,3480,Richard Donner
2603,3481,David Seltzer
2604,3483,Stephen Frears
2605,3484,Bibo Bergeron
2606,3489,Rob Cohen
2607,3492,Steven Spielberg
2608,3494,George Fitzmaurice
2609,3496,Henry Hathaway
2610,3497,John Schlesinger
2611,3498,Herbert Ross
2612,3499,Alan Parker
2613,3500,Rob Reiner
2614,3501,Billy Crystal
2615,3502,Martin Ritt
2616,3503,Bruce Joel Rubin
2617,3504,Andrei Tarkovsky
2618,3505,Sidney Lumet
2619,3506,Roger Donaldson
2620,3507,Ted Kotcheff
2621,3508,Gene Saks
2622,3510,Clint Eastwood
2623,3511,Gregory Hoblit
2624,3512,Brian Robbins
2625,3513,Bonnie Hunt
2626,3514,William Friedkin
2627,3515,Stanley Tucci
2628,3516,Pip Karmel
2629,3519,Richard Quine
2630,3521,Guy Hamilton
2631,3524,Jim Jarmusch
2632,3525,Steve Gordon
2633,3526,Neal Israel
2634,3527,Ron Howard
2635,3528,John McTiernan
2636,3529,Barbra Streisand
2637,3531,Bob Rafelson
2638,3534,Jon Jost
2639,3535,Betty Thomas
2640,3536,Mary Harron
2641,3537,Edward Norton
2642,3538,Marek Kanievska
2643,3539,Damien O'Donnell
2644,3543,Julien Temple
2645,3544,Barry Levinson
2646,3545,Bobcat Goldthwait
2647,3546,Bob Fosse
2648,3548,Robert Aldrich
2649,3549,Morton DaCosta
2650,3550,Joseph L. Mankiewicz
2651,3551,Tony Scott
2652,3552,John Schlesinger
2653,3553,Harold Ramis
2654,3554,Davis Guggenheim
2655,3555,Gina Prince-Bythewood
2656,3556,Jonathan Mostow
2657,3557,Sofia Coppola
2658,3559,Bruce Robinson
2659,3563,Charles Chaplin
2660,3564,Bharat Nalluri
2661,3565,Brian Levant
2662,3566,Matt Williams
2663,3567,John Swanbeck
2664,3568,Bruno Barreto
2665,3569,Kevin Jordan
2666,3571,Lars von Trier
2667,3572,Mike Figgis
2668,3573,Adam Simon
2669,3574,Louis Morneau
2670,3576,Jonathan Winfrey
2671,3577,Jack Sholder
2672,3578,Zalman King
2673,3580,Ridley Scott
2674,3581,Philip Haas
2675,3584,Justin Kerrigan
2676,3586,Jim McBride
2677,3587,Taylor Hackford
2678,3590,Dario Argento
2679,3591,Martin Davidson
2680,3592,Stan Dragoti
2681,3593,René Laloux
2682,3594,Roger Christian
2683,3596,Nicholas Hytner
2684,3597,Scott Alexander
2685,3598,Peter M. Cohen
2686,3599,Michael Almereyda
2687,3604,George Sidney
2688,3606,Mervyn LeRoy
2689,3608,Stanley Donen
2690,3609,Tim Burton
2691,3614,Barbara Sonneborn
2692,3615,Andrew Bergman
2693,3616,Eric Leighton
2694,3617,Amy Heckerling
2695,3618,Todd Phillips
2696,3619,Woody Allen
2697,3622,Floyd Mutrux
2698,3623,Mel Brooks
2699,3624,John Woo
2700,3625,Tom Dey
2701,3626,Jon Reiss
2702,3627,Peter Greenaway
2703,3628,Herk Harvey
2704,3629,David Miller
2705,3632,Charles Chaplin
2706,3633,Charles Chaplin
2707,3634,Peter R. Hunt
2708,3635,John Frankenheimer
2709,3637,Lewis Gilbert
2710,3638,Agnès Varda
2711,3639,Lewis Gilbert
2712,3640,Guy Hamilton
2713,3641,Charles Chaplin
2714,3643,Charles Chaplin
2715,3646,Edward Ludwig
2716,3648,Raja Gosnell
2717,3649,Val Guest
2718,3652,Paul Schrader
2719,3653,Lucio Fulci
2720,3654,Bruce Brown
2721,3655,J. Lee Thompson
2722,3658,Marco Ferreri
2723,3660,Roy Ward Baker
2724,3661,David Schmoeller
2725,3662,David Allen
2726,3663,David DeCoteau
2727,3664,Jeff Burr
2728,3667,Jeff Burr
2729,3668,Jerry London
2730,3669,Franco Zeffirelli
2731,3671,Peter Hyams
2732,3672,Mel Brooks
2733,3673,Joe Camp
2734,3674,Joe Camp
2735,3675,Joe Camp
2736,3676,Michael Curtiz
2737,3677,David Lynch
2738,3678,Ron Fricke
2739,3679,Otto Preminger
2740,3680,Penelope Spheeris
2741,3681,Penelope Spheeris
2742,3682,Sergio Leone
2743,3683,Ted Post
2744,3684,Joel Coen
2745,3685,Steve Kloves
2746,3686,John Huston
2747,3687,Joel Schumacher
2748,3688,René Laloux
2749,3689,Bob Clark
2750,3690,Bob Clark
2751,3691,James Komack
2752,3692,Noel Black
2753,3693,Richard W. Haines
2754,3694,Michael Herz
2755,3695,Michael Herz
2756,3696,Michael Herz
2757,3697,Fred Dekker
2758,3698,Stephen Hopkins
2759,3699,Paul Michael Glaser
2760,3700,John Carpenter
2761,3701,John Sayles
2762,3702,Graham Baker
2763,3703,George Miller
2764,3704,George Miller
2765,3705,George Miller
2766,3706,John Badham
2767,3707,Alan Parker
2768,3708,Adrian Lyne
2769,3709,Mark L. Lester
2770,3710,Mick Garris
2771,3711,Craig R. Baxley
2772,3712,Darrell Roodt
2773,3713,Michael Hoffman
2774,3714,Richard Pearce
2775,3715,Robert Mulligan
2776,3716,Hugh Wilson
2777,3717,Tom Holland
2778,3719,Dominic Sena
2779,3720,Kenneth Branagh
2780,3723,István Szabó
2781,3724,Franco Zeffirelli
2782,3725,Hal Ashby
2783,3726,Ralph Bakshi
2784,3727,John Carpenter
2785,3728,Kathryn Bigelow
2786,3729,Carl Franklin
2787,3730,Gordon Parks
2788,3731,Francis Ford Coppola
2789,3732,Ivan Passer
2790,3733,Brian De Palma
2791,3735,James Bridges
2792,3736,Sidney Lumet
2793,3737,Billy Wilder
2794,3738,David Miller
2795,3739,Steven Spielberg
2796,3740,Ernst Lubitsch
2797,3741,John Carpenter
2798,3742,Terrence Malick
2799,3743,Sergei M. Eisenstein
2800,3744,Robert Iscove
2801,3745,John Singleton
2802,3746,Don Bluth
2803,3747,José Luis Cuerda
2804,3751,Alison Maclean
2805,3752,Peter Lord
2806,3753,Bobby Farrelly
2807,3754,Roland Emmerich
2808,3755,Des McAnuff
2809,3756,Wolfgang Petersen
2810,3758,James Ivory
2811,3760,Philippe Mora
2812,3761,John Landis
2813,3763,Taylor Hackford
2814,3764,Robert Mandel
2815,3765,Richard Franklin
2816,3766,Dennis Hopper
2817,3767,Joseph Zito
2818,3768,Lance Hool
2819,3769,Aaron Norris
2820,3770,Michael Cimino
2821,3771,Joseph Ruben
2822,3773,Gordon Hessler
2823,3774,Reginald Hudlin
2824,3783,George Jackson
2825,3784,Mike Hodges
2826,3785,Jon Turteltaub
2827,3786,Keenen Ivory Wayans
2828,3787,Jamie Babbit
2829,3788,Yang Zhang
2830,3789,Michelangelo Antonioni
2831,3790,Sidney Lumet
2832,3791,Greg Harrison
2833,3792,Herbert Ross
2834,3793,King Vidor
2835,3794,Bryan Singer
2836,3795,Miguel Arteta
2837,3797,Jeremy Podeswa
2838,3798,Mary Lambert
2839,3799,Robert Zemeckis
2840,3801,Michael Haigney
2841,3802,Otto Preminger
2842,3806,Geoff Murphy
2843,3807,J. Lee Thompson
2844,3808,Sam Wanamaker
2845,3809,Vittorio De Sica
2846,3810,Frank Oz
2847,3811,Roger Donaldson
2848,3812,Bruce Beresford
2849,3813,Woody Allen
2850,3814,Woody Allen
2851,3816,Woody Allen
2852,3819,Luis Puenzo
2853,3821,Jûzô Itami
2854,3822,Peter Segal
2855,3823,Patrice Leconte
2856,3824,Michael Winterbottom
2857,3825,Joan Chen
2858,3826,David McNally
2859,3827,Paul Verhoeven
2860,3830,Clint Eastwood
2861,3831,Robert Lee King
2862,3832,Nigel Cole
2863,3833,Mario Bava
2864,3834,Joseph Green
2865,3835,Clint Eastwood
2866,3836,Alan Shapiro
2867,3837,Brian G. Hutton
2868,3838,Don Coscarelli
2869,3839,Don Coscarelli
2870,3840,Don Coscarelli
2871,3841,Stan Winston
2872,3843,Roger Spottiswoode
2873,3844,Robert Hiltzik
2874,3845,Herbert Ross
2875,3846,Roger Vadim
2876,3847,James Signorelli
2877,3849,Don Edmonds
2878,3851,Robert Siodmak
2879,3852,Lionel Coleman
2880,3855,Jenniphr Goodman
2881,3857,Frédéric Fonteyne
2882,3858,Chuck Russell
2883,3859,John Waters
2884,3861,Fenton Bailey
2885,3862,Howard Deutch
2886,3863,Gerard Stembridge
2887,3864,Tarsem Singh
2888,3865,Takao Okawara
2889,3868,Spike Lee
2890,3869,David Zucker
2891,3870,David Zucker
2892,3871,Sam Wood
2893,3872,George Stevens
2894,3873,Joseph L. Mankiewicz
2895,3877,Elliot Silverstein
2896,3879,Jeannot Szwarc
2897,3882,Christian Duguay
2898,3884,Peyton Reed
2899,3888,Michael Dinner
2900,3889,Tamra Davis
2901,3893,Douglas Aarniokoski
2902,3894,Neil LaBute
2903,3895,Benito Zambrano
2904,3896,Joe Charbanic
2905,3897,Christopher McQuarrie
2906,3898,Cameron Crowe
2907,3899,Antoine Fuqua
2908,3900,Rob Walker
2909,3901,Rob Schmidt
2910,3906,Bruce Paltrow
2911,3908,Stephen Hopkins
2912,3909,John Ottman
2913,3910,Fina Torres
2914,3911,Lars von Trier
2915,3912,Christopher Guest
2916,3914,Sally Field
2917,3915,Greg Berlanti
2918,3916,Karyn Kusama
2919,3917,Boaz Yakin
2920,3918,Clive Barker
2921,3919,Tony Randel
2922,3920,Anthony Hickox
2923,3922,Wim Wenders
2924,3925,William Asher
2925,3926,Jim Jarmusch
2926,3927,Irwin Allen
2927,3928,Richard Fleischer
2928,3929,Charles Barton
2929,3930,Edward F. Cline
2930,3932,Jack Arnold
2931,3933,James Whale
2932,3937,Ray Kellogg
2933,3938,Michael Crichton
2934,3939,Amy Holden Jones
2935,3940,Deborah Navarra-Brock
2936,3941,Sally Mattison
2937,3942,Carol Frank
2938,3943,Jim Wynorski
2939,3945,Spike Lee
2940,3946,Bob Buchholz
2941,3947,Stephen Kay
2942,3948,Mike Hodges
2943,3949,Jay Roach
2944,3950,Darren Aronofsky
2945,3951,Joel Schumacher
2946,3952,Raymond De Felitta
2947,3953,Rod Lurie
2948,3955,Robert Altman
2949,3957,Reginald Hudlin
2950,3958,Tom Laughlin
2951,3959,Tom Laughlin
2952,3962,George Pal
2953,3963,Albert Band
2954,3964,Charles Walters
2955,3965,James Algar
2956,3966,Lewis Milestone
2957,3967,Edgar G. Ulmer
2958,3968,Stephen Daldry
2959,3969,Harold Ramis
2960,3971,Mimi Leder
2961,3972,Lang Elliott
2962,3973,Chia-Liang Liu
2963,3974,Joe Berlinger
2964,3977,Uli Edel
2965,3978,McG
2966,3979,Robert Redford
2967,3980,Steven Brill
2968,3981,George Tillman Jr.
2969,3983,Antony Hoffman
2970,3984,Kenneth Lonergan
2971,3985,Guy Hamilton
2972,3986,John Sturges
2973,3987,Roger Spottiswoode
2974,3988,Don Roos
2975,3989,Ron Howard
2976,3990,Kevin Macdonald
2977,3991,Stig Bergqvist
2978,3992,Kevin Lima
2979,3993,Giuseppe Tornatore
2980,3994,Philip Kaufman
2981,3996,M. Night Shyamalan
2982,3997,Ang Lee
2983,3998,Courtney Solomon
2984,3999,Taylor Hackford
2985,4000,Martin Campbell
2986,4002,Roger Donaldson
2987,4003,John Hughes
2988,4005,John Hughes
2989,4006,John Glen
2990,4007,Nelson Shin
2991,4008,Oliver Stone
2992,4009,Oliver Stone
2993,4010,Oliver Stone
2994,4011,Walter Hill
2995,4012,Guy Ritchie
2996,4014,David Seltzer
2997,4015,Lasse Hallström
2998,4016,Danny Leiner
2999,4017,Mark Dindal
3000,4018,Ed Harris
3001,4019,Nancy Meyers
3002,4020,Gus Van Sant
3003,4021,Sam Raimi
3004,4022,Julian Schnabel
3005,4023,Robert Zemeckis
3006,4024,Brett Ratner
3007,4025,Terence Davies
3008,4027,Donald Petrie
3009,4029,Joel Coen
3010,4030,David Mamet
3011,4031,Patrick Lussier
3012,4032,Billy Bob Thornton
3013,4033,Barry Levinson
3014,4034,Roger Donaldson
3015,4035,Steven Soderbergh
3016,4036,Michael Winterbottom
3017,4037,E. Elias Merhige
3018,4039,David Mamet
3019,4040,John Huston
3020,4041,Stephen Herek
3021,4042,Taylor Hackford
3022,4043,John Wayne
3023,4046,James Foley
3024,4047,William Wyler
3025,4051,Ron Maxwell
3026,4052,Fritz Böttger
3027,4053,Peter Howitt
3028,4054,George Gallo
3029,4055,Thomas Carter
3030,4056,Henry Bromell
3031,4061,Sean Penn
3032,4062,Robert Mulligan
3033,4063,Donald Petrie
3034,4064,Norman René
3035,4065,Jack Hill
3036,4066,Jack Hill
3037,4067,Keenen Ivory Wayans
3038,4068,Tony Bill
3039,4069,Francine McDougall
3040,4074,Adam Shankman
3041,4077,Volker Schlöndorff
3042,4078,Dominik Moll
3043,4079,Mike Newell
3044,4080,Joe Dante
3045,4081,Charles Shyer
3046,4082,Lyndall Hobbs
3047,4083,Barbet Schroeder
3048,4084,John Flynn
3049,4085,Tony Scott
3050,4086,Martin Brest
3051,4089,Jim McBride
3052,4090,Cheech Marin
3053,4091,Jerry Rees
3054,4092,Steve Rash
3055,4093,Steve De Jarnatt
3056,4102,James B. Harris
3057,4103,Robert Townsend
3058,4104,Steven Spielberg
3059,4105,John R. Cherry III
3060,4109,Sam Raimi
3061,4110,Jeffrey Bloom
3062,4111,John Mackenzie
3063,4113,Francis Ford Coppola
3064,4115,Paul Newman
3065,4116,Bob Giraldi
3066,4117,Robert Townsend
3067,4121,John Boorman
3068,4123,Joe Dante
3069,4124,Elaine May
3070,4125,Joseph Sargent
3071,4126,Paul Weiland
3072,4127,Marek Kanievska
3073,4128,Rod Daniel
3074,4129,Joel Schumacher
3075,4130,Alan Rudolph
3076,4131,Amy Holden Jones
3077,4132,Susan Seidelman
3078,4133,Michael Gottlieb
3079,4135,Gary Goddard
3080,4138,Fred Dekker
3081,4139,Charlie Loventhal
3082,4141,Peter Werner
3083,4142,Mark Waters
3084,4143,Vic Sarin
3085,4144,Jamie Blanks
3086,4146,Kar-Wai Wong
3087,4147,Wim Wenders
3088,4148,Cesc Gay
3089,4149,Ridley Scott
3090,4152,Dennis Dugan
3091,4153,Roland Joffé
3092,4154,Chris Weitz
3093,4155,Chuck Sheetz
3094,4156,Pat O'Connor
3095,4157,Peter Askin
3096,4158,Harry Sinclair
3097,4159,Henry Selick
3098,4160,Demian Lichtenstein
3099,4161,Patrice Leconte
3100,4164,Gore Verbinski
3101,4166,Kasi Lemmons
3102,4167,Daniel Minahan
