,movieId,plot
3069,4124,Chief Brody's widow believes that her family is deliberately being targeted by another shark in search of revenge.
3070,4125,Secret Agent Leonard Parker (Bill Cosby) is called out of retirement to save the world from evil genius Medusa Johnson (Gloria Foster).
3071,4126,"A college freshman returns to L.A. for the holidays at his ex-girlfriend's request, but discovers that his former best friend has an out-of-control drug habit."
3072,4127,A mysterious potion switches the personalities of a buttoned up doctor and his laid back son.
3073,4128,"After moving to a new town, two brothers discover that the area is a haven for vampires."
3074,4129,"After being dumped by his girlfriend, a boy runs away to California. But he ends up in heaven because he dies after trying to help a family from drowning in a river. In heaven he'll meet a beautiful girl, who has never reincarnated before."
3075,4130,A spoiled rich girl is visited by her fairy godmother and turned into a maid.
3076,4131,"A reclusive scientist builds a robot which looks exactly like Dr. Ulysses, a scientist set to go on a long-term space mission. Since the (real) scientist seems to lack all emotions, he is unable to program his (lack of) emotion into his automaton, and an eccentric woman is hired to ""educate"" the robot on human behavior. In the end, she falls in love - but is it the robot or Mr. Right?::Susan Southall <stobchatay@aol.com>"
3077,4132,"A young artist, searching for his vocation, makes a mannequin so perfect he falls in love with it. Finding the mannequin in a store window, he gets a job there and his creation comes to life."
3078,4133,The heroic warrior He-Man battles against the evil lord Skeletor and his armies of darkness for control of Castle Grayskull.
3079,4135,A young group of monster fanatics attempt to save their hometown from Count Dracula and his monsters.
3080,4138,A homeless street musician becomes a demon when sexually aroused.
3081,4139,A rookie cop goes undercover and infiltrates a car thief ring.
3082,4141,A young woman is attracted to a man despite her thinking she's seen him kill someone.
3083,4142,The Biblical prophecy of Armegeddon begins when the Rapture instantly takes all believers in Christ from the Earth. A reporter left behind learns that the Anti-Christ will soon take power.
3084,4143,Five women are stalked by an unknown assailant while preparing for Valentine's Day.
3085,4144,"Two neighbors form a strong bond after both suspect extramarital activities of their spouses. However, they agree to keep their bond platonic so as not to commit similar wrongs."
3086,4146,"Tragi-comic, romantic whodunnit set in a run down hotel which plays host to mentally ill people too poor to afford medical insurance."
3087,4147,"A Spanish coming of age story focusing on the antics of two 17 year olds, who have a posh beach house almost all to themselves one summer. This is also a summer of sexual awakenings."
3088,4148,"Living in exile, Dr. Hannibal Lecter tries to reconnect with now disgraced F.B.I. Agent Clarice Starling, and finds himself a target for revenge from a powerful victim."
3089,4149,A pair of buddies conspire to save their best friend from marrying the wrong woman.
3090,4152,"Vatel is the cook of Prince Condé. When the prince invites Louis XIV to hunt, he has to give lavish banquets in order to fall in his favor. But when Vatel falls in love with the king's mistress, love and duty come into conflict."
3091,4153,"After dying before his time, an aspiring black comic gets a second shot at life - by being placed in the body of a wealthy white businessman."
3092,4154,TJ and company must save summer vacation from disappearing forever.
3093,4155,"A workaholic executive, and an unconventional woman agree to a personal relationship for a short period. In this short period she changes his life."
3094,4156,A high school teacher in the 60s becomes an international spy and becomes involved in a plot to overthrow Fidel Castro.
3095,4157,"Lucinda, Rob and their 117 cows lead a charmed existence in a magic land. He milks, she's the honey. But Lucinda is worried that their happiness cannot last. She tests their love with a game of sabotage that threatens to curdle everything."
3096,4158,"In a coma, a cartoonist finds himself trapped within his own underground creation and must find a way to get back, while racing against his popular but treacherous character, Monkeybone."
3097,4159,A gang of ex-cons rob a casino during Elvis convention week.
3098,4160,"In a small French colony, a drunken man kills someone. While a guillotine is being shipped in, he changes, becoming a good and popular man."
3099,4161,"A man tries to transport an ancient gun called The Mexican, believed to carry a curse, back across the border, while his girlfriend pressures him to give up his criminal ways."
3100,4164,"A cave-dwelling man sets out to track down the killer of a homeless boy, and bring him to justice."
3101,4166,A TV program selects people at random to kill one another for fame and their freedom.
3102,4167,A homicide detective and a fire marshal must stop a pair of murderers who commit videotaped crimes to become media darlings.
3103,4168,A high school senior's girlfriend breaks up with him. His friends try to make him think of something else. His friend's sister Kelly helps him with the school musical. Spending time with Kelly has an effect.
3104,4171,"This documentary tells four stories of Apartheid in South Africa, as seen through the eyes of the Truth and Reconciliation commission. White soldiers who have killed ANC activists, black activists who have killed whites in political attacks: can there be forgiveness when the full truth comes out?::Martin Lewison <milst1@yahoo.com>"
3105,4174,"A Polish-Jewish family comes to the U.S. at the beginning of the twentieth century. There, the family and their children try to make themselves a better future in the so-called promised land."
3106,4175,"After doctors inform him that an eye affliction will require risky surgery, monologist Spalding Gray recounts his various pursuits for alternative medicine to avoid the doctor's scalpel."
3107,4178,A mentally disabled giant and his level headed guardian find work at a sadistic cowboy's ranch in depression era America.
3108,4180,"They're sexy, they're beautiful, and they're bad. Bad enough to be locked up in Pridemore Juvenile Facility, where there are no windows, no possibility of escape, and no hope."
3109,4181,A couple of creative losers accidently become big shots in the video music industry.
3110,4184,A debonair angel comes to Earth to help an Episcopalian bishop and his wife in their quest to raise money for the new church.
3111,4187,A travelling handyman becomes the answer to the prayers of nuns who wish to build a chapel in the desert.
3112,4189,"An all-star, large scale epic movie that chronicles the life and ministry of Jesus Christ."
3113,4190,"A fast-talking traveling salesman with a charming, loquacious manner convinces a sincere evangelist that he can be an effective preacher for her cause."
3114,4191,An unrepentant ladies' man gradually begins to understand the consequences of his lifestyle.
3115,4193,A mysterious fair that comes to a small community in the countryside could make real the illusions of two teenagers.
3116,4194,"A young Englishwoman goes to the Hebrides to marry her older, wealthier fiancé. When the weather keeps them separated on different islands, she begins to have second thoughts."
3117,4195,"A doctor, scientist, organist, and biblical scholar, Anton Phibes, seeks revenge on the nine doctors he considers responsible for his wife's death."
3118,4197,"A film crew sets out to record a year in the life of an average family, but things quickly start going wrong."
3119,4198,"A young farmer sets out to recruit mercenaries to defend his peaceful planet, which is under threat of invasion by the evil tyrant Sador and his armada of aggressors."
3120,4200,Twin brothers are separated when their parents are murdered but 25 years later they re-unite in order to avenge their parents' death.
3121,4202,Police in Boston search for a mad bomber trying to extort money from the city.
3122,4203,"Forced by the imminent foreclosure of their friend's bar, two lifelong buddies will decide to rob a bank's armored car, not knowing that its cargo is not money but a new street drug."
3123,4204,"Set in 1965, four rowdy teenage guys travel to Tijuana, Mexico for a night of partying when they are joined by a heartbroken housewife who is in town seeking a quick divorce."
3124,4205,"An unconventional single mother relocates with her two daughters to a small Massachusetts town in 1963, where a number of events and relationships both challenge and strengthen their familial bonds."
3125,4207,A battle-hardened SEAL Team sets off on a mission to destroy a shipment of US-built Stinger missiles that have fallen into terrorist hands.
3126,4210,"Former FBI profiler Will Graham returns to service to pursue a deranged serial killer dubbed ""the Tooth Fairy"" by the media."
3127,4211,"Wealthy Sunny von Bülow lies brain-dead, husband Claus guilty of attempted murder; but he says he's innocent and hires Alan Dershowitz for his appeal."
3128,4212,"As Hercule Poirot enjoys a luxurious cruise down the Nile, a newlywed heiress is found murdered on board. Can Poirot identify the killer before the ship reaches the end of its journey?"
3129,4214,"At Adams College, a group of bullied outcasts and misfits resolve to fight back for their peace and self-respect."
3130,4215,"The rising college nerds set out to a convention in Florida, but are not welcomed by the Alpha Beta representatives."
3131,4217,A documentary of the notorious racial terrorist bombing of an African American church during the Civil Rights Movement.
3132,4218,"A high school slacker commits a shocking act and proceeds to let his friends in on the secret. However, the friends' reaction is almost as ambiguous and perplexing as the crime itself."
3133,4219,"Janey is new in town and soon meets Lynne, who shares her passion for dancing in general and ""Dance TV"" in particular."
3134,4220,"A sadistic warden asks a former pro quarterback, now serving time in his prison, to put together a team of inmates to take on (and get pummeled by) the guards."
3135,4221,"Due to NCAA sanctions, the Texas State University Fightin' Armadillos must form a football team from their actual student body, with no scholarships to help, to play their football schedule."
3136,4223,A Russian and a German sniper play a game of cat-and-mouse during the Battle of Stalingrad.
3137,4224,"Orin Boyd, a tough cop in an inner-city precinct discovers a web of dirty cops and corruption."
3138,4225,"A remote Australian community, populated by quirky characters, plays a key role in the first Apollo moon landing."
3139,4226,A man with short-term memory loss attempts to track down his wife's murderer.
3140,4228,A mother and daughter con team seduce and scam wealthy men.
3141,4229,Jo and Gilly date. They find out they're brother and sister. Jo moves away. Gilly finds out that he's not Jo's brother and that Jo's getting married. Can he stop the wedding in time?
3142,4231,"After being jilted by her boyfriend, a talk show talent scout writes a column on the relationship habits of men which gains her national fame."
3143,4232,"Using high tech gadgets, two kids have to save their reactivated OSS top spy parents when they're taken by an evil, high tech enemy."
3144,4233,"At the wedding of a friend, the remaining bachelors bet on staying single. Seven years later, one of the two remaining loses $51,000 in Vegas. He must get the other guy married to cash in and pay his debt or die. A cute woman helps him."
3145,4234,A tailor living in Panama reluctantly becomes a spy for a British Agent.
3146,4235,"A horrific car accident connects three stories, each involving characters dealing with loss, regret, and life's harsh realities, all in the name of love."
3147,4236,A retired gay anthropologist revisits the native cultures he studied in his youth.
3148,4237,"Varda films and interviews gleaners in France in all forms, from those picking fields after the harvest to those scouring the dumpsters of Paris."
3149,4238,"When a senator's daughter under Secret Service protection is kidnapped from a private school, detective Alex Cross investigates the case even though he's recovering from the loss of his partner."
3150,4239,"The story of how George Jung, along with the Medellín Cartel headed by Pablo Escobar, established the American cocaine market in the 1970s in the United States."
3151,4240,"A French count is in England to marry the princess. She's killed. A wizard helps him time travel back before the murder - but ends up in Chicago, April 2000. A descendant helps him. Can he return to the 1100s?"
3152,4241,"In the town of Greenfield, a young, lonely girl's dreams and wishes are brought into reality by a collective of reality-warping Pokémon."
3153,4242,Two girls thrown together by their boyfriends' violence accidentally kill one of them.
3154,4243,The sheriff of a small Utah community searches for a serial killer.
3155,4246,Bridget Jones is determined to improve herself while she looks for love in a year in which she keeps a personal diary.
3156,4247,"After being abandoned by his parents at the Grand Canyon, Joe Dirt tells the story of his journey to find his parents."
3157,4248,A girl group find themselves in the middle of a conspiracy to deliver subliminal messages through popular music.
3158,4251,"Chopper tells the intense story of Mark ""Chopper"" Read, a legendary criminal who wrote his autobiography while serving a jail sentence in prison. His book, ""From the Inside"", upon which the film is based, was a best-seller."
3159,4252,Various women struggle to function in the oppressively sexist society of contemporary Iran.
3160,4254,"Australian Outback adventurer Mick ""Crocodile"" Dundee travels to Los Angeles with his young son while his longtime companion suspects foul play at a movie studio."
3161,4255,"An unemployed cartoonist moves back in with his parents and younger brother Freddy. When his parents demand he leave, he begins to spread rumors that his father is sexually abusing Freddy."
3162,4256,"A successful computer engineer meets a stripper in a cafe. He offers her $10,000 and she offers three days and nights of no penetration in Vegas."
3163,4259,Two worlds collide when an eccentric genius falls in love with a strong-willed society beauty.
3164,4260,"A young man dying in prison brings his family together for a fateful visit, and proceeds to put his life back together."
3165,4262,"In 1980 Miami, a determined Cuban immigrant takes over a drug cartel and succumbs to greed."
3166,4263,"An alcoholic marries a young woman and systematically addicts her to booze so that they can share his ""passion"" together."
3167,4265,A young hot shot driver is in the middle of a championship season and is coming apart at the seams. A former CART champion is called in to give him guidance.
3168,4267,Every man has a different recollection of the beautiful young woman who wreaked havoc on their lives during one heated night.
3169,4268,"Porter Stoddard is a well-known New York architect who is at a crossroads... a nexus where twists and turns lead to myriad missteps, some with his wife Ellie, others with longtime friends Mona and her husband Griffin. Deciding which direction to take often leads to unexpected encounters with hilarious consequences.::Sarah Lean <Sarah.Lean@talk21.com>"
3170,4270,"The mummified body of Imhotep is shipped to a museum in London, where he once again wakes and begins his campaign of rage and terror."
3171,4273,"When her husband goes missing at the beach, a female professor begins to mentally disintegrate as her denial of his disappearance becomes delusional."
3172,4275,A prince and a fellowship of companions set out to rescue his bride from a fortress of alien invaders who have arrived on their home planet.
3173,4276,"A husband and wife in their 30s decide to quit their jobs, live as free spirits and cruise America in a Winnebago."
3174,4278,"The infamous propaganda film of the 1934 Nazi Party rally in Nuremberg, Germany."
3175,4280,"A struggling young writer finds his life and work dominated by his unfaithful wife and his radical feminist mother, whose best-selling manifesto turns her into a cultural icon."
3176,4282,A series of disjointed mythical tales set in first-century Rome.
3177,4284,"A riverboat singer with a weakness for gambling wants to find his lucky redhead, but his girlfriend Frankie is not amused."
3178,4285,"Johnny has just been released from prison, and gets a job in a café beside waitress Frankie. Frankie is a bit of a loner, but Johnny is determined their romance will blossom."
3179,4289,A businessman finds himself trapped at a hotel and threatened by women en masse.
3180,4290,"U.S. entertainer Eddie Sparks wants to bring some fun to the soldiers during World War II and contacts singer/dancer Dixie Leonard for help. They become the perfect team and tour from North Africa to the Pacific to perform for ""the boys."" They continue their work after the war, but when Eddie fires author Silver for getting involved in McCarthy's campaign, Dixie also turns away from him.::Volker Boehm"
3181,4291,"Three female employees of a sexist, egotistical, lying, hypocritical bigot find a way to turn the tables on him."
3182,4292,A young single mother and textile worker agrees to help unionize her mill despite the problems and dangers involved.
3183,4293,An overworked air-traffic controller takes his family on a beach vacation but is soon beset by series of mishaps.
3184,4294,"A young boy dreams that he is in an imaginary world where, assisted by his family's plumber, he must save other piano-playing kids like himself from the dungeons of his dictatorial piano teacher who also mind-controls his mother."
3185,4296,A boy and a girl from different backgrounds fall in love regardless of their upbringing - and then tragedy strikes.
3186,4297,"When his wife dies, Lasse takes his 12-year-old son, Pelle, from their home in Sweden to Denmark in search of a better life."
3187,4298,"Four men plan a technically perfect crime, but the human element intervenes..."
3188,4299,"After his master dies, a peasant squire, fueled by his desire for food and glory, creates a new identity for himself as a knight."
3189,4300,"Two Latina sisters work as cleaners in a downtown office building, and fight for the right to unionize."
3190,4304,Traces the birth and failure of new media company govWorks.com.
3191,4305,"A mysterious man is drawn to a feisty female police officer and a unusual relationship ensues, as not everything is as it seems."
3192,4306,"A mean lord exiles fairytale creatures to the swamp of a grumpy ogre, who must go on a quest and rescue a princess for the lord in order to get his land back."
3193,4307,"How important is the truth when falling in love? Bella is a Manhattan café waitress, about to turn 35, stuck in a long-term affair going nowhere. Paul is a widower, facing old age alone. Bella's mother sets her up with Bruno, a novelist/cabbie who likes to bed-hop and whose ex-wife expects their two children to stay with him for awhile. While Bruno learns some maturity from his young daughter, Paul answers a personals ad placed by a ""widow, 60."" The two couples - along with one of Paul's older pals and a Jungian stripper - sort out how to initiate a relationship these days, what to do when someone you like disappoints you, and when to tell the truth.::<jhailey@hotmail.com>"
3194,4308,A poor Bohemian poet in 1890s Paris falls for a beautiful courtesan and nightclub star whom a jealous duke covets.
3195,4310,A tale of war and romance mixed in with history. The story follows two lifelong friends and a beautiful nurse who are caught up in the horror of an infamous Sunday morning in 1941.
3196,4312,"An aging chief's last stand, lessons for the new, and the education of a young chief-to-be played against harsh Nature in Nepal's Dolpo. When his son dies returning from Tibet's salt lakes, Tinle blames Karma, his son's friend, refuses to give Karma his blessing as the new chief, and organizes a rival caravan to take the salt to lower Nepal to trade for grain. He, a few old men, his son's widow, his grandson, and his second son, a monk, set out on the arduous journey. Fearing storms, Karma has led his caravan out of the village before the auspicious day ordained by the lamas. Tinle's group catches Karma's before the final pass; the two stubborn men lock wills with Tinle's grandson watching.::<jhailey@hotmail.com>"
3197,4313,A young refugee traveling from Russia to America in search of her lost father falls for a gypsy horseman.
3198,4316,An inexperienced yet naturally gifted ice skater makes a spectacular debut in the skating world before encountering an event that could possibly derail her hopes and dreams.
3199,4317,Two scientists who are hopeless with the opposite sex experiment with a substance that makes them irresistible to anyone who hears them speak.
3200,4321,"On the verge of turning 40, an unhappy Manhattan yuppie is roped into joining his two friends on a cattle drive in the southwest."
3201,4322,A dramatization of the Black Sox scandal when the underpaid Chicago White Sox accepted bribes to deliberately lose the 1919 World Series.
3202,4323,"In 1863, a Union outfit is sent behind Confederate lines in Mississippi to destroy enemy railroads but a captive southern belle and the unit's doctor cause frictions within ranks."
3203,4325,A day in the life of an unfaithful married couple and their steadily deteriorating relationship.
3204,4326,Two F.B.I. Agents with wildly different styles arrive in Mississippi to investigate the disappearance of some civil rights activists.
3205,4327,Seven gunfighters are hired by Mexican peasants to liberate their village from oppressive bandits.
3206,4329,"A small-town sheriff in the American West enlists the help of a disabled man, a drunk, and a young gunfighter in his efforts to hold in jail the brother of the local bad guy."
3207,4333,A bitter ex-husband wants his former spouse dead. A put-upon momma's boy wants his mother dead. Who will pull it off?
3208,4334,Each member of a middle-class Taipei family seeks to reconcile past and present relationships within their daily lives.
3209,4337,"In 1926, a U.S. Naval engineer gets assigned to a gunboat on a rescue mission in war-torn China."
3210,4338,A hard-as-nails general takes over a bomber unit suffering from low morale and whips them into fighting shape.
3211,4339,An American POW leads a group of mainly British prisoners to escape from the Germans in WWII.
3212,4340,"After receiving organ transplants from various animal donors, a man finds himself taking on the traits of those animals."
3213,4342,"Big Eden is a small, fictional northwestern Montana town."
3214,4343,"A fire-fighting cadet, two college professors, and a geeky but sexy government scientist work against an alien organism that has been rapidly evolving since its arrival on Earth inside a meteor."
3215,4344,"A covert counter-terrorist unit called Black Cell led by Gabriel Shear wants the money to help finance their war against international terrorism, but it's all locked away. Gabriel brings in convicted hacker Stanley Jobson to help him."
3216,4345,Love is complex and relationships deteriorate.
3217,4347,"In Nazi occupied Czech Republic (then Protectorate Bohemia and Moravia), a childless couple agree to hide a Jewish friend at great personal risk of discovery and execution."
3218,4349,"A man is trying desperately to be certified insane during World War II, so he can stop flying missions."
3219,4350,"The film deals with the career of a supposedly forgotten pioneer of international cinema, Colin McKenzie, who was allegedly born in rural New Zealand in 1888."
3220,4351,An F.B.I. Agent goes undercover to catch a gang of surfers who may be bank robbers.
3221,4353,"Ten years after his son went M.I.A. in Vietnam, U.S. Marine retired Colonel Jason Rhodes assembles a private rescue team to find Americans held in P.O.W. camps in Laos."
3222,4354,A burglar holds a knife to Karen's throat while her husband does nothing. The couple ends up befriending the cop that comes. The friendship ends when the cop beats up the culprit. Karen isn't ready to end it. Things get ugly with the cop.
3223,4355,"A 17 year old farm boy is offered an ice hockey tryout. His brother drives him to Canada. He has fast legs, slow fists, but is chosen. Will he learn to use his fists and play ice hockey the Canuck way? Will he get the coach's cute daughter?"
3224,4356,"Showgirls Lorelei Lee and Dorothy Shaw travel to Paris, pursued by a private detective hired by the suspicious father of Lorelei's fiancé, as well as a rich, enamored old man and many other doting admirers."
3225,4357,"Three women set out to find eligible millionaires to marry, but find true love in the process."
3226,4359,"When his family goes away for the summer, a hitherto faithful husband with an overactive imagination is tempted by a beautiful neighbbor."
3227,4361,"Michael Dorsey, an unsuccessful actor, disguises himself as a woman in order to get a role on a trashy hospital soap."
3228,4366,A young linguist named Milo Thatch joins an intrepid group of explorers to find the mysterious lost continent of Atlantis.
3229,4367,Video game adventurer Lara Croft comes to life in a movie where she races against time and villains to recover powerful ancient artifacts.
3230,4368,Dolittle must save a forest and a bear's life.
3231,4369,Los Angeles police officer Brian O'Conner must decide where his loyalty really lies when he becomes enamored with the street racing world he has been sent undercover to destroy.
3232,4370,"A highly advanced robotic boy longs to become ""real"" so that he can regain the love of his human mother."
3233,4371,"In South Central L.A., a misguided 20-year-old African-American man, a ""baby boy"", faces the commitments of real life."
3234,4372,"At Pacific Palisades High, a poor Latino falls hard for a troubled girl from an affluent neighborhood."
3235,4373,"""The Man"" is baffled by a chill hero's invincible weapon: gibberish."
3236,4374,Two young lovers meet on a series of snowy days in high school.
3237,4378,"Brutal gangster Don Logan recruits ""retired"" safecracker Gal for one last job, but it goes badly for both of them."
3238,4380,Two enamoured strangers look for a warm place in a cold world.
3239,4381,"A man spreads the rumor of his fake homosexuality with the aid of his neighbor, to prevent his imminent firing at his work."
3240,4383,A murder detective must follow the footsteps of a brutal killer within the secrets of a classist college.
3241,4384,"The true story of controversial leader of independent Congo, Patrice Lumumba."
3242,4386,"A look at the top-secret, high-tech espionage war going on between cats and dogs, of which their human owners are blissfully unaware."
3243,4387,A betrayed intelligence officer enlists the aid of a prostitute to prove his innocence from a deadly conspiracy while returning a favor to her.
3244,4388,Four teens are tricked by Professor Oldman (Tim Curry) into visiting a haunted house for a school project.
3245,4389,"After starting at an upmarket boarding school, a teenage girl forms close friendships with her two older roommates. However, when she discovers that her new friends are lovers she finds herself caught in a complicated situation."
3246,4390,"Two young women, marginalised by society, go on a destructive tour of sex and violence. Breaking norms and killing men - and shattering the complacency of polite cinema audiences."
3247,4392,A spoiled Manhattan housewife re-evaluates her life after visiting a Chinatown healer.
3248,4393,"Facing a mid-life crisis, a woman rents an apartment next to a psychiatrist's office to write a new book, only to become drawn to the plight of a pregnant woman seeking that doctor's help."
3249,4394,"In the fourth of the highly successful Frankie and Annette beach party movies, a motorcycle gang led by Eric Von Zipper kidnaps singing star Sugar Kane managed by Bullets, who hires sky-diving surfers Steve and Bonnie from Big Drop for a publicity stunt. With the usual gang of kids and a mermaid named Lorelei.::alfiehitchie"
3250,4395,A motley quintet of inept small-time thieves attempt the burglary of a local pawnshop in this Italian farce.
3251,4396,"A wide variety of eccentric competitors participate in a wild and illegal cross-country road race. However, the eccentric entrants will do anything to win the road race, including low-down, dirty tricks."
3252,4397,The original characters from The Cannonball Run (1981) race across the country once more in various cars and trucks.
3253,4399,"A sophisticated and self-assured woman from Paris joins a middle-class rural estate as a maid and causes quite a stir among the variously uptight, perverse and violent inhabitants."
3254,4402,Skirt-chasing SIC agent Craig Gamble and millionaire bachelor Todd Armstrong set out to foil mad scientist Dr. Goldfoot's plot to use his army of bikini-clad robots to seduce wealthy men into signing over their assets.
3255,4403,"Upon entering his fiancée's family mansion, a man discovers a savage family curse and fears that his future brother-in-law has entombed his bride-to-be prematurely."
3256,4404,The demon Mephisto wagers with God that he can corrupt a mortal man's soul.
3257,4406,A senator returns to a western town for the funeral of an old friend and tells the story of his origins.
3258,4407,A burnt-out photojournalist becomes involved in a Central American revolution.
3259,4408,"At a summer house in Vermont, neighbor Howard falls in love with Lane, who's in a relationship with Peter, who's falling for Stephanie, who's married with children."
3260,4409,"With a serial strangler on the loose, a bookkeeper wanders around town searching for the vigilante group intent on catching the killer."
3261,4410,"A free-spirited woman ""kidnaps"" a yuppie for a weekend of adventure. But the fun quickly takes a dangerous turn when her ex-convict husband shows up."
3262,4412,"Doctors are forced to transplant the head of a dying, racist surgeon onto the body of a black death row inmate."
3263,4419,"An upper-class widow falls in love with a much younger, down-to-earth nurseryman, much to the disapproval of her children and criticism of her country club peers."
3264,4420,"This is the life of a Hollywood movie star named Maria, as told by writer/director Harry et al, from being discovered in Madrid, Spain, until her funeral in Italy."
3265,4422,"When a woman dying of cancer in early twentieth-century Sweden is visited by her two sisters, long-repressed feelings between the siblings rise to the surface."
3266,4424,"The story of the Finzi-Continis, a noble family of Ferrara, during the Jewish persecution in Italy's 1930s."
3267,4426,"A doomed female hitchhiker pulls Mike Hammer into a deadly whirlpool of intrigue, revolving around a mysterious ""great whatsit""."
3268,4427,"1183 A.D.: King Henry II's three sons all want to inherit the throne, but he won't commit to a choice. When he allows his imprisoned wife Eleanor of Aquitaine out for a Christmas visit, they all variously plot to force him into a decision."
3269,4428,A divorcée falls for an over-the-hill cowboy who is struggling to maintain his romantically independent lifestyle.
3270,4429,"The sole survivor of a lost whaling ship relates the tale of his captain's self-destructive obsession to hunt the white whale, Moby Dick."
3271,4432,Powerful but unethical Broadway columnist J.J. Hunsecker coerces unscrupulous press agent Sidney Falco into breaking up his sister's romance with a jazz musician.
3272,4433,"Alcoholic playboy Kyle Hadley marries the woman secretly loved by his poor but hard-working best friend, who in turn is pursued by Kyle's nymphomaniac sister."
3273,4434,"In the 21st Century, where a human vs. human ""Big Hunt"" is used as an alternative to war, a veteran huntress agrees to kill a ""victim"" to get a major TV sponsorship deal, but romantic entanglements between the two complicate matters."
3274,4436,A wealthy New Orleans businessman becomes obsessed with a young woman who resembles his wife.
3275,4437,An American newcomer to a prestigious German ballet academy comes to realize that the school is a front for something sinister amid a series of grisly murders.
3276,4438,A young man seeks vengence for the death of his teacher.
3277,4439,A teen girl in 1970's Berlin becomes addicted to heroin. Everything in her life slowly begins to distort and disappear as she befriends a small crew of junkies and falls in love with a drug-abusing male prostitute.
3278,4440,A young man sworn to an oath of non-violence works with his cousins in an ice factory where they mysteriously begin to disappear.
3279,4441,A martial arts movie star must fake his death to find the people who are trying to kill him.
3280,4442,"In New York City, a young man searches for a Master to obtain the final level of martial arts mastery known as the Glow."
3281,4443,A federal marshal stationed at a mining colony on the Jupiter moon of Io uncovers a drug-smuggling conspiracy. He gets no help from the workers or authorities when he finds himself marked for murder.
3282,4444,A man visits his relatives at their restaurant in Italy and has to help them defend against brutal gangsters harassing them.
3283,4445,"A youth who finds a dinosaur egg accidentally breaks it. Soon after, she begins to have surreal visions of dinosaurs, including the Tyrannosaurus Rex."
3284,4446,A scientist makes a last stand on Earth with the help of a ragtag team of soldiers against an invasion of alien phantoms.
3285,4447,"Elle Woods, a fashionable sorority queen, is dumped by her boyfriend. She decides to follow him to law school. While she is there, she figures out that there is more to her than just looks."
3286,4448,An aging thief hopes to retire and live off his ill-gotten wealth when a young kid convinces him into doing one last heist.
3287,4449,"In West Africa during the late 17th century, King Adanggaman leads a war against his neighboring tribes, ordering his soldiers to torch enemy villages, kill the elderly and capture the healthy tribesmen to sell to the European slave traders. When his village falls prey to one of Adanggaman's attacks, Ossei manages to escape, but his family is murdered except for his captured mother. Chasing after the soldiers in an effort to free her, Ossei is befriended by a fierce warrior named Naka.::Sujit R. Varma"
3288,4450,"A pack of naïve teenagers conspire to murder a mutual friend, whose aggressive demeanor has proved too much."
3289,4451,"A young Nigerian man on the verge of being in an arranged marriage, suddenly questions his situation after an encounter with a stunning Latin woman, who is also about to be married."
3290,4452,"Two aspiring boxers, lifelong friends, get involved in a money-laundering scheme through a low-level organized crime group."
3291,4453,"A documentary that follows Michael Jordan's basketball career, stint in baseball, and his last championship season with the Chicago Bulls in 1998."
3292,4454,A worker in a factory learns a lesson about life. When is enough?
3293,4458,"Tanzania's Serengeti Plains are the landscape we picture when we think of Africa. For millions of years, the drama of survival has played out here and once a year, millions of antelope migrate across this vast grassland to reach fresh pastures and mate.::Tom Daly"
3294,4459,"A look at the Alaskan wilderness throughout the year, from the harsh winters to the rejuvenating spring, and the animals (including its human residents) who learn to adapt to the extremes of Alaskan weather.::Mike Myers <mmyers@ucsd.edu>"
3295,4462,An aging ruthless businessman swaps bodies with his grandson in the wake of getting into a car accident.
3296,4463,"Two friends living in a small town during the 1960s, run away to enjoy their freedom during the Vietnam War, thus disappointing the father of one of them. When they return to town, they realize the importance of family unity."
3297,4464,An emotionally distant writer of travel guides must carry on with his life after his son is killed and his marriage crumbles.
3298,4465,"After a young woman suffers a brutal gang rape in a bar one night, a prosecutor assists in bringing the perpetrators to justice, including the ones who encouraged and cheered on the attack."
3299,4466,"A former Special Operations Vietnam vet works as a Chicago cop, and uncovers C.I.A. wrongdoing."
3300,4467,An account of Baron Munchausen's supposed travels and fantastical experiences across late 18th-century Europe with his band of misfits.
3301,4470,A Finnish man goes to the city to find a job after the mine where he worked is closed and his father commits suicide.
3302,4471,"Arthur loses his fortune for staying with Linda, right as the two were preparing to adopt a child. As their marriage suffers, Arthur plans for a way to get his money back, but first he must sober up and get a real job."
3303,4473,"During the Vietnam War, Colonel Hambleton's aircraft is shot down over enemy territory and a frantic rescue operation ensues."
3304,4474,"A privileged rich debutante and a cynical struggling entertainer share a turbulent, but strong childhood friendship over the years."
3305,4475,A Soviet tank and its warring crew become separated from their patrol and lost in an Afghan valley with a group of vengeance-seeking rebels on their tracks.
3306,4476,Two couples of sisters from New York and from the countryside discover that they are connected in an incredible way.
3307,4477,"Pee-wee Herman is now a small-town farmer with a fiancée, but when a traveling circus comes to town, he finds himself falling for the trapeze artist."
3308,4478,"A group of young recruits go through boot camp during the Second World War in Biloxi, Mississippi. From the play by Neil Simon."
3309,4480,A deadly entity from space crashes near a small town and begins consuming everyone in its path. Panic ensues as shady government scientists try to contain the horrific creature.
3310,4482,A disillusioned young writer living in New York City turns to drugs and drinking to block out the memories of his dead mother and estranged wife.
3311,4483,"When a crass new-money tycoon's membership application is turned down at a snooty country club, he retaliates by buying the club and turning it into a tacky amusement park."
